id,Age
74277,9.0940485
74278,12.940852
74279,10.70168
74280,11.157781
74281,14.428264
74282,12.785808
74283,11.27176
74284,7.5939174
74285,7.10938
74286,10.426364
74287,10.36559
74288,11.410226
74289,7.675275
74290,10.550885
74291,11.198451
74292,9.557918
74293,7.1708407
74294,10.2518215
74295,13.316232
74296,10.8946905
74297,10.325849
74298,15.6181555
74299,11.125453
74300,9.678183
74301,10.048054
74302,9.959989
74303,9.570552
74304,11.606872
74305,9.073161
74306,8.686963
74307,7.743194
74308,10.738469
74309,9.76089
74310,16.823952
74311,8.317341
74312,13.023257
74313,11.0062685
74314,10.412654
74315,9.646394
74316,9.60111
74317,9.892753
74318,11.811995
74319,11.6696005
74320,7.849527
74321,8.807103
74322,11.948821
74323,10.762927
74324,12.062421
74325,8.405851
74326,9.107554
74327,10.475455
74328,10.898932
74329,9.207463
74330,8.102614
74331,5.628945
74332,10.282424
74333,13.694379
74334,11.865247
74335,10.803927
74336,8.4372015
74337,8.917077
74338,9.593297
74339,9.622933
74340,8.471289
74341,8.710196
74342,8.417128
74343,8.526083
74344,10.181287
74345,10.062274
74346,7.26862
74347,12.119119
74348,9.795417
74349,8.897345
74350,10.488074
74351,11.531287
74352,12.957992
74353,9.779666
74354,12.270686
74355,6.891206
74356,5.923701
74357,10.047986
74358,6.8528066
74359,8.399719
74360,8.685601
74361,10.473563
74362,8.306689
74363,9.335259
74364,9.86484
74365,5.736687
74366,5.00147
74367,7.4457865
74368,8.331495
74369,8.765117
74370,11.092724
74371,10.658153
74372,10.146668
74373,10.288432
74374,9.051059
74375,7.1764894
74376,10.475053
74377,9.698546
74378,13.876084
74379,11.367717
74380,9.730981
74381,8.909757
74382,11.034749
74383,7.789681
74384,9.868955
74385,9.545716
74386,13.157235
74387,11.413864
74388,7.1090875
74389,9.208166
74390,6.322716
74391,8.185897
74392,8.720803
74393,11.887687
74394,7.929306
74395,9.26418
74396,9.653037
74397,7.136985
74398,9.685058
74399,10.836171
74400,11.299375
74401,9.240552
74402,8.528643
74403,10.2219
74404,6.875816
74405,18.322
74406,5.2754865
74407,8.993468
74408,10.071471
74409,12.790492
74410,9.913211
74411,10.525951
74412,10.625229
74413,9.703558
74414,10.880891
74415,13.155993
74416,10.375403
74417,16.020489
74418,8.563693
74419,10.328759
74420,10.279014
74421,9.160802
74422,5.425838
74423,9.388698
74424,8.045931
74425,7.332607
74426,10.778532
74427,9.529342
74428,9.589517
74429,13.65297
74430,5.84024
74431,5.562154
74432,10.21466
74433,12.970424
74434,11.108348
74435,11.030095
74436,12.041169
74437,10.200209
74438,10.464981
74439,7.801552
74440,11.3224325
74441,9.145886
74442,11.329125
74443,6.720508
74444,8.803179
74445,11.371846
74446,12.721324
74447,9.183558
74448,5.0212016
74449,6.6866565
74450,10.026774
74451,14.123704
74452,10.519302
74453,6.9924216
74454,9.73027
74455,8.367634
74456,11.093009
74457,7.1057525
74458,7.5700936
74459,9.790225
74460,7.718467
74461,12.198167
74462,8.635801
74463,10.398866
74464,13.1718645
74465,5.433317
74466,11.405753
74467,11.013944
74468,8.49147
74469,9.770715
74470,11.497802
74471,11.846127
74472,11.859571
74473,16.370228
74474,5.5931225
74475,10.562355
74476,10.091486
74477,10.071794
74478,9.20844
74479,13.618201
74480,9.553688
74481,8.291933
74482,9.272092
74483,9.492673
74484,11.144498
74485,14.463498
74486,6.6916184
74487,5.2369847
74488,9.5011015
74489,7.6614637
74490,6.850305
74491,9.384938
74492,6.538221
74493,9.806506
74494,11.551103
74495,12.63313
74496,5.7340627
74497,9.896134
74498,10.126597
74499,7.3443255
74500,9.5482645
74501,9.530516
74502,10.850814
74503,9.22921
74504,12.047751
74505,9.213201
74506,9.79605
74507,9.492799
74508,6.7018356
74509,14.211543
74510,10.760041
74511,11.463225
74512,9.65413
74513,11.523175
74514,9.655837
74515,9.582997
74516,5.929839
74517,8.05368
74518,11.025573
74519,9.723357
74520,5.716409
74521,8.708706
74522,10.254949
74523,9.800208
74524,8.707438
74525,7.14471
74526,7.7536483
74527,9.546609
74528,9.482024
74529,8.947786
74530,9.496477
74531,10.184926
74532,9.409951
74533,9.839519
74534,7.1216803
74535,11.317876
74536,5.746018
74537,7.046475
74538,10.524023
74539,8.891153
74540,8.457403
74541,9.937968
74542,10.148362
74543,9.994498
74544,10.198651
74545,9.983715
74546,15.634101
74547,10.419705
74548,14.9030485
74549,7.388909
74550,13.490169
74551,12.045354
74552,9.207921
74553,9.278428
74554,10.140543
74555,10.674075
74556,8.836855
74557,11.687289
74558,9.765027
74559,10.2686205
74560,9.648862
74561,11.063044
74562,5.3201003
74563,9.891379
74564,10.2492075
74565,9.210805
74566,9.313135
74567,14.282041
74568,5.4759517
74569,15.076386
74570,12.265107
74571,4.8569546
74572,6.4254794
74573,13.281907
74574,10.554832
74575,6.309446
74576,7.7363834
74577,8.200443
74578,6.789557
74579,10.962455
74580,9.695525
74581,10.197387
74582,5.369076
74583,10.4630165
74584,10.821374
74585,12.892619
74586,4.8569546
74587,6.1317854
74588,9.035045
74589,8.80993
74590,11.220921
74591,9.274186
74592,10.920503
74593,5.199615
74594,10.854473
74595,12.979878
74596,11.277041
74597,7.6645055
74598,5.3998494
74599,9.406615
74600,6.227946
74601,7.0867295
74602,9.125718
74603,5.536546
74604,11.949876
74605,5.6718726
74606,7.992076
74607,10.862292
74608,9.559649
74609,6.4320536
74610,11.299884
74611,8.34037
74612,11.305176
74613,9.602847
74614,8.638771
74615,10.625952
74616,6.6929374
74617,10.613683
74618,6.244642
74619,8.650383
74620,9.054935
74621,5.8817673
74622,8.4682
74623,7.2107177
74624,9.182796
74625,9.726508
74626,10.7086115
74627,8.949466
74628,12.15853
74629,10.461018
74630,13.908057
74631,12.654082
74632,8.444398
74633,14.43299
74634,8.701079
74635,9.948942
74636,13.366878
74637,7.4704194
74638,6.6253476
74639,9.105977
74640,7.7528296
74641,7.123132
74642,8.469834
74643,10.7015085
74644,10.286369
74645,4.8569546
74646,8.73652
74647,10.106743
74648,11.089595
74649,6.510813
74650,12.588508
74651,10.264698
74652,11.3769045
74653,5.599293
74654,11.55497
74655,11.157507
74656,8.426875
74657,8.831026
74658,11.49567
74659,10.067756
74660,9.574025
74661,13.864663
74662,7.7130733
74663,11.414571
74664,11.032668
74665,14.657605
74666,10.028321
74667,8.610241
74668,11.474345
74669,10.046929
74670,11.053519
74671,9.610749
74672,10.446328
74673,9.967099
74674,9.051116
74675,11.656264
74676,9.693255
74677,10.178973
74678,9.703494
74679,9.850547
74680,10.172944
74681,9.185442
74682,9.761778
74683,6.5484395
74684,7.2871547
74685,5.9549046
74686,5.7992992
74687,9.720121
74688,9.956019
74689,9.396197
74690,8.517526
74691,11.493054
74692,7.3778534
74693,7.2658067
74694,10.303973
74695,10.087562
74696,5.953499
74697,8.680033
74698,7.127896
74699,11.405115
74700,8.010674
74701,9.47353
74702,12.978049
74703,6.575206
74704,10.890653
74705,5.5212526
74706,6.1540093
74707,5.549648
74708,12.455482
74709,9.951415
74710,7.360114
74711,11.088563
74712,11.915099
74713,7.182711
74714,7.6918097
74715,9.922556
74716,7.900173
74717,8.703601
74718,9.7346525
74719,9.450301
74720,8.175368
74721,10.604424
74722,14.285941
74723,9.840641
74724,10.935142
74725,14.962424
74726,11.637809
74727,8.505082
74728,10.91085
74729,10.379462
74730,10.327996
74731,9.348999
74732,10.974683
74733,11.198369
74734,7.1508574
74735,11.0263605
74736,7.638498
74737,11.001782
74738,7.4140406
74739,10.705703
74740,8.591494
74741,8.79081
74742,12.045524
74743,11.019893
74744,8.881495
74745,8.741072
74746,11.695561
74747,10.735587
74748,10.139636
74749,9.619037
74750,7.802626
74751,9.762221
74752,8.325161
74753,7.13082
74754,13.700513
74755,10.229928
74756,6.9195757
74757,9.63361
74758,12.065091
74759,7.677151
74760,12.233651
74761,9.035264
74762,7.150927
74763,14.951364
74764,10.359218
74765,10.160682
74766,9.915525
74767,6.661879
74768,9.528383
74769,9.038623
74770,9.314183
74771,11.652446
74772,10.575044
74773,9.241794
74774,10.712985
74775,11.723699
74776,10.325442
74777,6.3891225
74778,6.351771
74779,9.681655
74780,10.43595
74781,8.961408
74782,8.879277
74783,10.879784
74784,10.486728
74785,12.33649
74786,10.578485
74787,14.629975
74788,6.651816
74789,5.211508
74790,9.144961
74791,11.901513
74792,5.8594284
74793,7.068276
74794,12.8626585
74795,11.269502
74796,11.58455
74797,8.424586
74798,14.287854
74799,10.327636
74800,15.333413
74801,8.964041
74802,10.990615
74803,12.177197
74804,9.820212
74805,10.141343
74806,5.3330216
74807,5.354545
74808,7.3996606
74809,15.630914
74810,6.3782964
74811,10.524079
74812,10.1084795
74813,11.687531
74814,10.297035
74815,9.171252
74816,11.137195
74817,12.774489
74818,9.459743
74819,9.042798
74820,10.793127
74821,10.69188
74822,9.904275
74823,7.9924307
74824,10.492885
74825,6.962465
74826,9.464984
74827,10.487073
74828,10.0173235
74829,10.644609
74830,9.569945
74831,7.6831183
74832,8.038665
74833,14.536254
74834,12.349397
74835,9.726034
74836,11.451688
74837,11.186128
74838,8.805715
74839,7.428575
74840,9.284139
74841,8.930751
74842,10.703641
74843,8.584865
74844,9.026027
74845,9.737784
74846,11.588805
74847,9.166662
74848,10.022925
74849,9.833081
74850,6.5278683
74851,8.919187
74852,10.4742155
74853,5.313261
74854,15.414628
74855,13.675092
74856,10.185767
74857,16.311577
74858,9.991094
74859,10.46445
74860,9.959309
74861,10.954878
74862,10.393485
74863,8.010002
74864,11.755717
74865,10.002241
74866,10.61767
74867,14.306012
74868,9.491332
74869,9.490531
74870,10.473245
74871,9.222648
74872,10.323047
74873,11.542765
74874,11.759051
74875,11.266263
74876,9.782777
74877,10.011188
74878,7.168667
74879,8.256399
74880,9.702758
74881,10.3934145
74882,8.679531
74883,10.206931
74884,6.9098325
74885,12.086085
74886,11.89162
74887,5.6456637
74888,9.076854
74889,7.8735847
74890,8.386381
74891,10.644578
74892,9.698798
74893,9.409511
74894,12.661246
74895,8.41474
74896,9.587886
74897,9.605531
74898,9.873771
74899,12.900769
74900,11.814401
74901,7.063801
74902,5.905582
74903,10.286416
74904,10.176866
74905,10.4399805
74906,10.172
74907,5.7831554
74908,9.815459
74909,9.528028
74910,10.438831
74911,8.461677
74912,9.862746
74913,11.24693
74914,10.308925
74915,6.294635
74916,11.73322
74917,6.875615
74918,12.688901
74919,12.775832
74920,10.422709
74921,4.8569546
74922,9.662957
74923,9.770507
74924,11.419647
74925,9.221446
74926,11.367074
74927,7.0964923
74928,6.7715964
74929,8.513531
74930,8.952083
74931,9.452928
74932,8.210893
74933,16.585684
74934,9.077237
74935,11.046668
74936,8.150153
74937,8.425988
74938,9.904228
74939,11.52906
74940,7.2883124
74941,10.976985
74942,7.963452
74943,9.772227
74944,9.987421
74945,8.040064
74946,9.522716
74947,11.573676
74948,7.452084
74949,9.982419
74950,5.364437
74951,11.362378
74952,11.020076
74953,11.610918
74954,9.474372
74955,10.843846
74956,7.120897
74957,9.9029455
74958,7.8211246
74959,8.520916
74960,10.2555685
74961,11.305291
74962,10.955707
74963,10.186465
74964,8.894468
74965,9.219488
74966,8.704472
74967,10.960905
74968,8.504227
74969,13.246181
74970,10.292349
74971,8.35026
74972,6.909945
74973,9.357543
74974,18.038704
74975,10.997199
74976,11.413662
74977,5.8120418
74978,5.9400115
74979,7.178038
74980,9.634157
74981,6.3873796
74982,9.652398
74983,5.657166
74984,7.6227336
74985,10.88561
74986,4.8569546
74987,8.417356
74988,5.3762884
74989,8.807753
74990,9.748973
74991,8.786478
74992,8.993077
74993,11.867191
74994,6.5010514
74995,9.485644
74996,10.636249
74997,7.3971086
74998,13.968999
74999,10.731458
75000,9.874391
75001,13.765359
75002,7.8376427
75003,9.51686
75004,8.759853
75005,9.674296
75006,13.961921
75007,10.757247
75008,9.879272
75009,8.439326
75010,10.620717
75011,9.9474535
75012,11.133007
75013,5.2944283
75014,6.7688336
75015,8.457499
75016,7.670861
75017,14.685184
75018,14.428582
75019,4.8569546
75020,14.2453985
75021,8.228251
75022,10.526342
75023,11.259414
75024,4.8569546
75025,10.664937
75026,9.868283
75027,9.916309
75028,11.3516035
75029,8.502345
75030,9.736632
75031,11.613789
75032,11.364911
75033,11.660307
75034,5.987453
75035,9.740417
75036,9.641984
75037,9.616955
75038,10.460033
75039,10.222049
75040,9.876376
75041,7.674457
75042,10.371282
75043,8.393391
75044,11.260005
75045,11.803151
75046,8.9544735
75047,11.262721
75048,9.994321
75049,8.988906
75050,9.976144
75051,6.4041114
75052,12.803321
75053,10.093255
75054,9.154462
75055,6.4383125
75056,9.487478
75057,10.085524
75058,10.618566
75059,7.2794323
75060,7.400677
75061,11.719541
75062,9.745877
75063,5.8707547
75064,9.460149
75065,4.8569546
75066,8.474924
75067,10.136328
75068,8.008688
75069,12.774623
75070,16.009127
75071,8.874234
75072,10.131262
75073,6.40832
75074,8.258375
75075,6.848224
75076,11.662709
75077,8.512186
75078,9.535557
75079,8.26498
75080,7.4331803
75081,7.267449
75082,10.973884
75083,8.595016
75084,14.88646
75085,9.268292
75086,8.38476
75087,10.726516
75088,6.5018187
75089,9.763328
75090,9.956437
75091,7.9540234
75092,15.224252
75093,10.966933
75094,6.4247622
75095,7.5634255
75096,7.7707415
75097,7.325692
75098,10.371213
75099,13.55709
75100,11.4595995
75101,10.848882
75102,9.909032
75103,9.976319
75104,6.1439266
75105,7.922113
75106,8.513884
75107,13.343816
75108,7.7902045
75109,9.547806
75110,13.061669
75111,11.040668
75112,8.48171
75113,7.7877364
75114,12.995971
75115,11.300675
75116,6.604489
75117,8.712773
75118,10.941697
75119,8.763761
75120,10.341727
75121,11.676824
75122,7.1137004
75123,10.1914215
75124,6.621444
75125,11.304996
75126,12.218831
75127,9.627253
75128,9.278024
75129,8.583553
75130,5.953832
75131,10.119517
75132,12.421399
75133,10.790298
75134,8.769716
75135,10.36793
75136,11.681499
75137,9.741759
75138,8.427274
75139,7.073203
75140,8.709847
75141,9.360434
75142,6.1797786
75143,10.461669
75144,10.21185
75145,11.869657
75146,8.148829
75147,8.606406
75148,9.354667
75149,8.881441
75150,6.0713305
75151,5.2032504
75152,6.0047517
75153,12.196063
75154,8.023137
75155,8.384434
75156,10.165064
75157,10.496374
75158,12.888898
75159,6.7262783
75160,9.58831
75161,6.7914886
75162,9.829214
75163,8.389108
75164,11.755021
75165,10.502261
75166,11.062957
75167,5.2805357
75168,7.1043572
75169,16.101187
75170,7.9297724
75171,9.774715
75172,10.3020735
75173,10.115855
75174,13.862466
75175,9.564652
75176,11.889577
75177,10.2568445
75178,5.0283422
75179,10.023145
75180,9.600259
75181,8.455591
75182,9.734152
75183,11.187327
75184,11.314076
75185,10.180966
75186,11.19184
75187,10.553029
75188,7.803494
75189,10.74262
75190,7.771562
75191,11.590049
75192,11.505561
75193,14.540021
75194,9.720916
75195,9.68337
75196,6.35137
75197,7.2809653
75198,10.02467
75199,6.9225593
75200,11.578778
75201,9.234313
75202,6.6890354
75203,10.102266
75204,10.7393675
75205,8.269105
75206,8.8172655
75207,9.640052
75208,10.091165
75209,10.7222395
75210,12.009879
75211,9.312381
75212,9.850938
75213,13.010203
75214,9.026555
75215,9.850209
75216,9.982581
75217,9.735607
75218,9.681514
75219,15.051736
75220,7.763141
75221,10.244472
75222,9.278786
75223,9.159629
75224,6.881573
75225,8.877742
75226,11.781411
75227,5.5345945
75228,11.633028
75229,9.851373
75230,8.36447
75231,10.148358
75232,9.554036
75233,14.017539
75234,9.458419
75235,7.7685905
75236,11.0559225
75237,6.7394156
75238,6.620464
75239,10.943655
75240,6.9768786
75241,7.6411223
75242,9.036661
75243,11.133351
75244,7.0642037
75245,12.627227
75246,10.464356
75247,10.702074
75248,6.52818
75249,10.923316
75250,10.548223
75251,10.093926
75252,8.991287
75253,10.618543
75254,13.612763
75255,12.272464
75256,8.736079
75257,16.040361
75258,10.920491
75259,12.440608
75260,5.777337
75261,10.181479
75262,13.118485
75263,7.12727
75264,9.506391
75265,9.724143
75266,11.84854
75267,10.950278
75268,11.575477
75269,9.719597
75270,5.5744643
75271,8.296535
75272,8.5812
75273,5.4299707
75274,12.186027
75275,9.681224
75276,13.511416
75277,6.5863457
75278,11.5326395
75279,6.762915
75280,5.355599
75281,8.302136
75282,11.023379
75283,7.6852937
75284,10.539359
75285,10.521331
75286,10.047429
75287,5.859219
75288,10.759896
75289,11.123651
75290,15.833581
75291,9.864364
75292,10.206864
75293,10.866166
75294,10.774467
75295,9.402358
75296,5.604545
75297,8.7843
75298,9.676524
75299,8.0250025
75300,10.185773
75301,10.926093
75302,9.578944
75303,6.388884
75304,11.200389
75305,11.063058
75306,7.271355
75307,9.27422
75308,11.589427
75309,6.538386
75310,10.52549
75311,9.197839
75312,11.857766
75313,8.981933
75314,9.436265
75315,9.958722
75316,5.6824336
75317,9.258561
75318,10.128016
75319,17.241184
75320,9.14483
75321,9.330153
75322,9.64617
75323,7.0000744
75324,9.500949
75325,9.191066
75326,8.365631
75327,6.5175695
75328,10.429595
75329,6.294622
75330,8.0220175
75331,11.157079
75332,10.732352
75333,9.426682
75334,11.725131
75335,6.2520223
75336,11.826743
75337,10.331124
75338,10.314166
75339,11.197305
75340,11.908328
75341,8.654173
75342,5.328161
75343,9.137684
75344,11.159474
75345,8.746223
75346,13.540734
75347,9.847758
75348,4.8569546
75349,11.121657
75350,7.6264076
75351,5.9369993
75352,5.3629537
75353,8.272968
75354,6.356148
75355,7.1188407
75356,9.007144
75357,11.24651
75358,11.454419
75359,9.06086
75360,7.0598526
75361,7.0764956
75362,10.653026
75363,10.959879
75364,9.257751
75365,7.0670576
75366,7.097667
75367,10.394563
75368,13.096852
75369,10.781281
75370,10.569837
75371,6.853669
75372,7.7581706
75373,9.565991
75374,7.336189
75375,13.053418
75376,15.090453
75377,12.918532
75378,10.51132
75379,9.883021
75380,6.702768
75381,11.04939
75382,7.7553897
75383,6.7147365
75384,14.030992
75385,8.48781
75386,11.993407
75387,10.161173
75388,11.38086
75389,12.243258
75390,13.999408
75391,11.1629
75392,6.660006
75393,15.73042
75394,13.887059
75395,8.093921
75396,10.964416
75397,11.198945
75398,6.7544103
75399,12.94193
75400,6.476523
75401,8.417605
75402,9.176494
75403,9.467532
75404,8.796471
75405,11.577506
75406,6.7489095
75407,5.736132
75408,9.25998
75409,9.820085
75410,13.678418
75411,13.239219
75412,6.1105237
75413,8.102034
75414,10.153432
75415,9.538484
75416,5.9158945
75417,9.721623
75418,9.884332
75419,8.142182
75420,12.114583
75421,12.273429
75422,10.323539
75423,10.134776
75424,7.9774365
75425,9.73379
75426,10.054214
75427,6.787597
75428,10.820596
75429,11.599708
75430,10.123624
75431,5.5070868
75432,7.762592
75433,9.430285
75434,10.78362
75435,8.512986
75436,8.761387
75437,11.075943
75438,10.377896
75439,10.502547
75440,11.051047
75441,7.136211
75442,11.471747
75443,10.574266
75444,9.383138
75445,7.281429
75446,7.003449
75447,11.028562
75448,9.113208
75449,10.4679
75450,6.3135037
75451,10.475623
75452,10.058015
75453,9.851648
75454,9.944873
75455,11.163891
75456,10.316493
75457,11.157231
75458,6.425804
75459,9.557691
75460,14.521747
75461,10.471118
75462,9.340758
75463,13.318757
75464,11.238273
75465,11.0917845
75466,10.652764
75467,9.604884
75468,6.594524
75469,10.987551
75470,10.590863
75471,11.193002
75472,6.812445
75473,8.231699
75474,10.645412
75475,9.198381
75476,10.451766
75477,12.12247
75478,6.873157
75479,11.575843
75480,8.7092705
75481,11.434687
75482,14.549523
75483,8.592718
75484,10.545291
75485,9.8038
75486,8.752987
75487,7.3170295
75488,7.69315
75489,5.929458
75490,7.8562713
75491,12.168521
75492,11.600095
75493,9.455416
75494,8.989604
75495,8.029744
75496,8.346676
75497,10.854434
75498,7.259255
75499,7.3989253
75500,9.07011
75501,9.5182295
75502,10.225983
75503,12.8409605
75504,8.077634
75505,9.860226
75506,10.263393
75507,5.2116933
75508,9.850387
75509,8.145493
75510,8.387057
75511,10.96848
75512,12.857202
75513,12.073752
75514,7.0709987
75515,6.1452694
75516,4.94864
75517,10.416118
75518,9.691939
75519,10.569091
75520,10.156749
75521,9.995318
75522,6.093371
75523,9.591891
75524,9.658313
75525,7.136486
75526,8.1955185
75527,5.555351
75528,6.3643293
75529,7.038034
75530,6.49787
75531,10.683286
75532,11.85172
75533,10.278989
75534,7.5564194
75535,10.051692
75536,10.643951
75537,17.669981
75538,14.504905
75539,7.543678
75540,10.924926
75541,8.798723
75542,10.137485
75543,10.609541
75544,10.775369
75545,6.8167644
75546,11.511928
75547,7.271863
75548,7.3739114
75549,8.797843
75550,5.6165504
75551,9.280716
75552,4.8569546
75553,6.4494867
75554,9.38761
75555,10.578015
75556,4.8569546
75557,8.981196
75558,10.325748
75559,10.82668
75560,9.391867
75561,9.135647
75562,14.687987
75563,10.381602
75564,11.219542
75565,11.591296
75566,8.645463
75567,7.1891913
75568,10.013869
75569,12.675887
75570,10.073127
75571,6.937824
75572,12.725722
75573,9.051312
75574,10.368907
75575,7.5586886
75576,6.649598
75577,6.4625144
75578,11.204305
75579,5.8940716
75580,8.108294
75581,9.881253
75582,7.802612
75583,12.466416
75584,11.674357
75585,10.582772
75586,6.4600434
75587,9.454984
75588,11.645017
75589,5.5511203
75590,11.438392
75591,11.172435
75592,13.289372
75593,9.588792
75594,5.511805
75595,8.961901
75596,8.614717
75597,10.530505
75598,10.038224
75599,5.86888
75600,6.6405935
75601,10.277742
75602,6.582804
75603,8.435781
75604,14.173003
75605,13.302218
75606,6.4762588
75607,10.875239
75608,10.501092
75609,9.053544
75610,9.446799
75611,11.042797
75612,9.913444
75613,9.869869
75614,11.200837
75615,9.377059
75616,7.024197
75617,9.115279
75618,9.86901
75619,8.517695
75620,10.5266485
75621,7.3782587
75622,16.171595
75623,12.398639
75624,12.155978
75625,10.911084
75626,10.377009
75627,11.357388
75628,10.089215
75629,9.856313
75630,6.530688
75631,11.719768
75632,13.520255
75633,9.545393
75634,10.006997
75635,10.726987
75636,8.9925995
75637,8.604973
75638,12.822467
75639,9.989074
75640,8.427318
75641,8.907867
75642,7.029397
75643,5.611352
75644,9.369088
75645,10.157036
75646,10.227087
75647,5.078764
75648,12.42221
75649,10.953273
75650,8.981163
75651,10.600255
75652,11.057419
75653,10.571131
75654,8.74375
75655,9.609111
75656,5.7698445
75657,10.292138
75658,10.500754
75659,10.331248
75660,5.6705785
75661,12.506318
75662,8.641818
75663,9.21145
75664,8.300405
75665,8.092745
75666,8.769326
75667,9.463233
75668,7.809588
75669,10.268211
75670,9.0840025
75671,6.924434
75672,9.876468
75673,9.675742
75674,14.011882
75675,9.389216
75676,9.763854
75677,13.675143
75678,7.226026
75679,9.95237
75680,10.200663
75681,10.462249
75682,9.860028
75683,11.303382
75684,9.916093
75685,9.037705
75686,9.26274
75687,10.024339
75688,10.55038
75689,7.1131063
75690,10.442435
75691,8.433809
75692,11.0370455
75693,10.648943
75694,10.981158
75695,9.697392
75696,7.6829257
75697,11.405698
75698,11.580435
75699,9.743497
75700,10.697581
75701,10.455074
75702,14.305425
75703,11.627156
75704,14.065604
75705,10.104569
75706,5.102908
75707,8.120656
75708,7.889321
75709,9.906322
75710,9.575903
75711,11.438671
75712,9.705799
75713,9.256104
75714,6.337213
75715,8.620175
75716,9.553404
75717,10.90129
75718,9.345704
75719,10.224765
75720,6.555637
75721,8.197774
75722,10.220962
75723,10.991632
75724,13.608739
75725,6.4206514
75726,17.444582
75727,9.105582
75728,11.030254
75729,14.0604925
75730,9.245062
75731,4.8569546
75732,7.834623
75733,11.5441885
75734,5.6109676
75735,8.489242
75736,11.7224
75737,9.648277
75738,6.44313
75739,6.279725
75740,10.097922
75741,7.5774217
75742,12.726674
75743,6.9183626
75744,9.862573
75745,8.332275
75746,12.447385
75747,12.118262
75748,9.562532
75749,10.464442
75750,7.5468726
75751,16.982586
75752,5.2051644
75753,10.919786
75754,6.7011604
75755,11.91088
75756,10.596157
75757,10.5851555
75758,10.625882
75759,6.127913
75760,12.6726675
75761,12.361869
75762,5.748112
75763,12.4726515
75764,8.062786
75765,9.194127
